resolution_time,event_number,issue_length,participant_number,entropy,project_name,core_issue,normal_issue,core_assign,core_label,core_subscribe,before_average_time,slice_average_time
1147.058036,6.09375,19.94196429,6.441964286,1.520765185,flutter/flutter,2.151785714,0.477678571,0.339285714,6.308035714,0.410714286,1542.642803,1421.823895
1412.48951,8.083916084,12.47552448,4.370629371,1.612198161,flutter/flutter,1.195804196,0.552447552,0.552447552,3.447552448,0.055944056,1542.642803,1421.823895
1391.727626,8.035019455,15.22957198,4.964980545,1.63380759,flutter/flutter,3.13229572,0.568093385,0.39688716,3.175097276,1.719844358,1542.642803,1421.823895
1373.16087,10.11304348,32.67826087,11.27826087,1.684562579,flutter/flutter,3.765217391,6.852173913,0.313043478,4.713043478,2.47826087,1542.642803,1421.823895
1380.68932,10.71359223,33.06796117,8.990291262,1.754032621,flutter/flutter,5.917475728,3.946601942,0.480582524,4.169902913,7.766990291,1542.642803,1421.823895
1305.769481,7.795454545,12.74025974,5.035714286,1.690290273,flutter/flutter,2.152597403,0.801948052,0.198051948,2.733766234,0.584415584,1500.375717,1288.096531
1106.721893,7.112426036,24.79289941,8.289940828,1.533912803,flutter/flutter,1.810650888,2.029585799,0.485207101,5.810650888,1.076923077,1500.375717,1288.096531
1205.777778,7.784067086,17.77148847,6.498951782,1.684580027,flutter/flutter,2.19706499,0.763102725,0.220125786,6.597484277,1.308176101,1500.375717,1288.096531
1270.767857,9.424107143,23.06026786,6.832589286,1.777703218,flutter/flutter,4.787946429,1.296875,0.647321429,3.555803571,4.993303571,1500.375717,1288.096531
1256.309735,10.30530973,32.68141593,10.98230088,1.779982885,flutter/flutter,4.338495575,6.338495575,0.296460177,4.763274336,3.933628319,1500.375717,1288.096531
1177.211268,10.42605634,34.07746479,10.77464789,1.796776783,flutter/flutter,5.288732394,5.894366197,0.507042254,5.246478873,5.971830986,1443.724988,1241.383495
1061.567376,8.354609929,18.04964539,8.028368794,1.66139737,flutter/flutter,2.581560284,0.716312057,0.340425532,5.624113475,1.460992908,1443.724988,1241.383495
1157.392157,8.912655971,25.6916221,7.499108734,1.651691669,flutter/flutter,5.404634581,1.087344029,0.573975045,4.44741533,6.711229947,1443.724988,1241.383495
1121.429719,6.399598394,14.83534137,5.819277108,1.455395461,flutter/flutter,1.530120482,0.893574297,0.269076305,6.670682731,0.911646586,1443.724988,1241.383495
